AHS_Control_Number,Age,Area_Med_Income,FMR,Poverty_Income,BEDRMS,BUILT,Market_value,HH_QTY,HH_Income,Monthly_Hsg,Monthly_Utility,Total_Wage,FMTStructureType,FMTOwnRent,FMTAssisted
2.59549E+11,56,73600,815,12036,1,1919,-6,1,29987,985,110,30000,3 5-19 units,2 Renter,0 Not Assisted
2.59549E+11,63,73600,815,12019,1,1920,-6,1,8000,230,121,0,2 2-4 units,2 Renter,1 Assisted
2.59583E+11,71,79200,1394,11080,3,1950,200000,1,-13,662,295.6666667,0,1 Single Family,1 Owner,.
2.59583E+11,79,79200,1394,13984,3,1950,200000,2,-26,721,271,0,1 Single Family,1 Owner,.
2.59583E+11,-9,79200,1119,-6,2,1970,170000,-6,-6,-6,67,-9,4 20-49 units,1 Owner,.
2.59583E+11,49,79200,1394,18622,3,1985,430000,3,184974,2563,321.3333333,185000,1 Single Family,1 Owner,.
2.59583E+11,57,79200,1496,15452,4,2002,250000,2,101220,2090,877.5,98000,1 Single Family,1 Owner,.
2.59584E+11,77,79200,1394,13948,3,1920,250000,2,26099,859,501.1666667,0,1 Single Family,1 Owner,.
2.59584E+11,54,79200,1496,15452,4,1960,350000,2,247487,2936,930.5833333,242000,1 Single Family,1 Owner,.
2.59584E+11,79,79200,1394,11067,3,1970,430000,1,100000,1014,382.75,0,1 Single Family,1 Owner,.
2.59584E+11,59,79200,1394,18050,3,1950,30000,3,21539,791,216,0,1 Single Family,1 Owner,.
2.59597E+11,46,73600,966,18070,2,1950,-6,3,89300,907,105,70000,3 5-19 units,2 Renter,0 Not Assisted
2.59597E+11,50,73600,966,18050,2,1920,-6,3,209961,733,63,210000,3 5-19 units,2 Renter,0 Not Assisted
2.59853E+11,93,61900,1921,13948,3,1960,250000,2,117195,659,152,0,3 5-19 units,1 Owner,.
2.59853E+11,50,61900,1921,29121,3,1970,450000,5,85161,2181,394.4166667,80400,1 Single Family,1 Owner,.
2.59854E+11,53,61900,1421,12005,2,1950,330000,1,100070,1665,32,0,1 Single Family,1 Owner,.
2.5993E+11,60,61900,2140,15470,4,2008,500000,2,124974,3478,181.8333333,125000,1 Single Family,1 Owner,.
2.60288E+11,-9,73600,966,-6,2,1920,-6,-6,-6,-6,39,-9,2 2-4 units,2 Renter,.
2.60502E+11,33,64810,1094,23529,3,1940,60000,4,154974,1284,401,155000,1 Single Family,1 Owner,.
2.60502E+11,55,64810,819,15470,2,1930,20000,2,90974,1256,81,91000,1 Single Family,1 Owner,.
2.60502E+11,80,64810,1094,11080,3,1920,100000,1,16800,451,95,0,1 Single Family,1 Owner,.
2.60503E+11,55,64810,1201,23801,4,1960,40000,4,39678,821,133,8600,1 Single Family,1 Owner,.
2.60503E+11,23,64810,1094,15517,3,1975,-6,2,44974,596,91.33333333,45000,1 Single Family,2 Renter,0 Not Assisted
2.60503E+11,26,64810,819,12019,2,1950,-6,1,13987,276,65.33333333,14000,1 Single Family,2 Renter,1 Assisted
2.6055E+11,70,73600,815,14007,1,1975,470000,2,22987,455,88,9000,5 50+ units,1 Owner,.
2.6055E+11,63,73600,966,12005,2,1950,-6,1,18000,1006,66,0,2 2-4 units,2 Renter,0 Not Assisted
2.60583E+11,47,79200,1394,28347,3,1995,280000,5,68474,862,270.6666667,8500,1 Single Family,1 Owner,.
2.60583E+11,54,79200,1394,18574,3,1960,250000,3,123961,629,262.25,124000,1 Single Family,1 Owner,.
2.60583E+11,70,79200,1394,11067,3,1919,50000,1,36000,375,218,0,1 Single Family,1 Owner,.
2.60584E+11,57,79200,1394,15452,3,1919,230000,2,196100,896,420.6666667,195000,1 Single Family,1 Owner,.
2.60584E+11,75,79200,1394,13964,3,1920,180000,2,52800,796,512.6666667,0,1 Single Family,1 Owner,.
2.60584E+11,53,79200,1394,15946,3,1990,200000,2,19987,493,241.6666667,20000,1 Single Family,1 Owner,.
2.60584E+11,63,79200,1603,40499,5,1919,160000,8,25133,2062,670,9461,1 Single Family,1 Owner,.
2.60584E+11,86,79200,929,11067,1,1920,-6,1,12871,928,138,400,2 2-4 units,2 Renter,0 Not Assisted
2.60712E+11,65,61900,1921,13948,3,1950,400000,2,46939,1947,422,0,1 Single Family,1 Owner,.
2.60929E+11,37,61900,2140,27654,4,1950,450000,5,99987,2094,201.8333333,0,1 Single Family,1 Owner,.
2.60929E+11,93,61900,1921,13948,3,1970,500000,2,30028,1446,486.4166667,0,5 50+ units,1 Owner,.
2.6093E+11,38,61900,2140,23462,4,1970,2520000,4,305287,4062,420.25,270000,1 Single Family,1 Owner,.
2.61288E+11,23,73600,815,12036,1,1920,-6,1,52987,1036,26,53000,5 50+ units,2 Renter,0 Not Assisted
2.61289E+11,54,73600,815,12036,1,1920,-6,1,-13,138,29,0,3 5-19 units,2 Renter,0 Not Assisted
2.61502E+11,80,64810,1094,14007,3,1950,30000,2,67400,663,404.25,0,1 Single Family,1 Owner,.
2.61502E+11,58,64810,1094,15923,3,1960,30000,2,13020,310,190.6666667,0,1 Single Family,1 Owner,.
2.61502E+11,58,64400,1196,15452,4,1950,-6,2,115974,212,212.3333333,116000,1 Single Family,2 Renter,0 Not Assisted
2.61502E+11,82,64400,1095,18050,3,1950,90000,3,59232,237,103.0833333,0,1 Single Family,1 Owner,.
2.61503E+11,26,64400,629,12005,1,1960,-6,1,117000,675,35,100000,3 5-19 units,2 Renter,0 Not Assisted
2.61503E+11,65,64400,1196,14007,4,1950,180000,2,111087,2060,155,88000,1 Single Family,1 Owner,.
2.61503E+11,25,64400,1095,23529,3,1995,-6,4,69974,1138,238.3333333,70000,1 Single Family,2 Renter,0 Not Assisted
2.61503E+11,41,64400,821,12036,2,1950,90000,1,115500,1122,205.0833333,115000,1 Single Family,1 Owner,.
2.61503E+11,69,64400,629,11080,1,1970,-6,1,40724,702,62,0,5 50+ units,2 Renter,0 Not Assisted
2.61583E+11,71,79200,1394,13984,3,1975,180000,2,28087,100,0,28000,1 Single Family,1 Owner,.
2.61583E+11,51,79200,929,12055,1,1970,-6,1,14000,819,69,0,3 5-19 units,2 Renter,0 Not Assisted
2.61583E+11,53,79200,1394,15452,3,1960,320000,2,179130,2072,238.6666667,179000,1 Single Family,1 Owner,.
2.61583E+11,75,79200,1394,13984,3,1950,-6,2,45000,802,129,0,2 2-4 units,2 Renter,0 Not Assisted
2.61584E+11,47,79200,1119,12055,2,1975,-6,1,71200,1700,333,70000,1 Single Family,2 Renter,0 Not Assisted
2.61584E+11,66,79200,929,11080,1,1970,200000,1,32360,353,0,0,1 Single Family,1 Owner,.
2.61584E+11,46,79200,1496,27539,4,1985,200000,5,131974,960,410.0833333,132000,1 Single Family,1 Owner,.
2.61584E+11,48,79200,1394,18149,3,1970,310000,3,184961,1546,270.1666667,185000,1 Single Family,1 Owner,.
2.61584E+11,34,79200,1496,23462,4,1980,480000,4,124974,2771,387.1666667,125000,1 Single Family,1 Owner,.
2.61927E+11,67,64810,1094,11114,3,1940,80000,1,26548,417,254.4166667,0,1 Single Family,1 Owner,.
2.61929E+11,72,61900,1921,13948,3,1950,300000,2,55000,948,165.0833333,0,1 Single Family,1 Owner,.
2.6193E+11,32,61900,1921,40453,3,1975,-6,8,24948,84,72,25000,2 2-4 units,2 Renter,0 Not Assisted
2.62288E+11,-9,73600,966,-6,2,1940,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
2.62289E+11,26,73600,966,15537,2,1919,-6,2,154974,1695,45,155000,5 50+ units,2 Renter,0 Not Assisted
2.62494E+11,32,67535,808,12036,2,1960,80000,1,59987,556,89,60000,1 Single Family,1 Owner,.
2.62502E+11,39,64400,1095,18070,3,1940,90000,3,69962,885,92,70001,1 Single Family,1 Owner,.
2.62502E+11,-9,64400,629,-6,1,2002,-6,-6,-6,-6,103,-9,3 5-19 units,2 Renter,.
2.62502E+11,46,64400,629,15923,1,1970,-6,2,-13,722,122,0,3 5-19 units,2 Renter,0 Not Assisted
2.62502E+11,33,64400,629,18595,1,1995,-6,3,-26,667,167,0,1 Single Family,2 Renter,0 Not Assisted
2.62503E+11,34,64400,1095,27610,3,1940,-6,5,13974,1112,312,14000,1 Single Family,2 Renter,0 Not Assisted
2.62503E+11,59,67535,1257,15452,5,1919,160000,2,11987,2091,429.6666667,0,1 Single Family,1 Owner,.
2.62503E+11,62,64400,821,15537,2,1950,-6,2,7974,684,88,8000,2 2-4 units,2 Renter,0 Not Assisted
2.62503E+11,42,64810,1201,15452,4,1940,40000,2,14414,899,224,14440,1 Single Family,1 Owner,.
2.62503E+11,49,64810,1094,12019,3,1950,30000,1,22000,807,131.6666667,10000,1 Single Family,1 Owner,.
2.62503E+11,36,64810,1094,28229,3,1950,-6,5,28274,1127,177,20000,1 Single Family,2 Renter,0 Not Assisted
2.6255E+11,-9,73600,815,-6,1,1970,-6,-6,-6,-6,73,-9,5 50+ units,2 Renter,.
2.6258E+11,65,61900,2497,33014,6,1940,300000,6,75261,2822,521.75,46500,1 Single Family,1 Owner,.
2.62583E+11,-9,79200,929,-6,1,1975,-6,-6,-6,-6,68,-9,5 50+ units,2 Renter,.
2.62583E+11,53,79200,1496,12005,4,1995,540000,1,75250,1122,363.6666667,75000,1 Single Family,1 Owner,.
2.62583E+11,43,79200,1603,23529,5,1919,350000,4,159974,3037,270,160000,1 Single Family,1 Owner,.
2.62584E+11,53,79200,1603,18652,5,1919,1000000,3,374209,1442,275.6666667,60000,1 Single Family,1 Owner,.
2.62584E+11,53,79200,1496,15492,4,1985,400000,2,91574,1416,103.75,91600,1 Single Family,1 Owner,.
2.62584E+11,67,79200,1394,18070,3,1950,250000,3,84088,1018,380,0,1 Single Family,1 Owner,.
2.62584E+11,29,79200,1496,28261,4,1919,200000,5,104961,2564,260,105000,1 Single Family,1 Owner,.
2.62584E+11,67,79200,1394,11067,3,1920,250000,1,70500,1052,351.6666667,50000,1 Single Family,1 Owner,.
2.62854E+11,50,61900,1921,38267,3,1950,130000,7,97935,287,160.6666667,83000,1 Single Family,1 Owner,.
2.62854E+11,61,61900,1421,23801,2,1975,-6,4,14974,983,253,0,1 Single Family,2 Renter,0 Not Assisted
2.63038E+11,70,61900,1921,13948,3,1975,500000,2,16781,431,81,0,1 Single Family,1 Owner,.
2.63502E+11,85,64810,819,11080,2,1985,200000,1,25746,1140,90,0,6 Mobile Home,1 Owner,.
2.63502E+11,44,64810,1094,18574,3,1950,60000,3,20987,848,156,11000,1 Single Family,1 Owner,.
2.63503E+11,49,64810,819,15492,2,1975,-6,2,24020,556,0,15000,5 50+ units,2 Renter,1 Assisted
2.63503E+11,48,64810,1094,12055,3,1950,30000,1,17987,1238,213.1666667,18000,1 Single Family,1 Owner,.
2.63503E+11,18,64810,1201,15470,4,1950,60000,2,46987,1258,174.1666667,29000,1 Single Family,1 Owner,.
2.63503E+11,71,67535,1093,13948,3,1919,300000,2,28800,479,121,0,1 Single Family,1 Owner,.
2.63503E+11,66,64810,1258,18070,5,1950,130000,3,58431,614,222.6666667,30000,1 Single Family,1 Owner,.
2.63503E+11,58,67535,808,15492,2,1960,450000,2,184987,5162,300,178000,1 Single Family,1 Owner,.
2.63503E+11,48,64810,1094,12019,3,1970,-6,1,25515,765,137,25528,1 Single Family,2 Renter,0 Not Assisted
2.6355E+11,48,73600,966,12005,2,1919,-6,1,8000,900,0,0,2 2-4 units,2 Renter,0 Not Assisted
2.63583E+11,66,79200,1496,18070,4,1970,210000,3,35087,842,333.6666667,4000,1 Single Family,1 Owner,.
2.63583E+11,60,79200,1394,15492,3,1980,250000,2,25224,500,160,25250,1 Single Family,1 Owner,.
2.63584E+11,70,79200,1119,11067,2,1940,-6,1,20400,927,77,0,1 Single Family,2 Renter,0 Not Assisted
2.63584E+11,66,79200,1394,13984,3,1919,170000,2,95187,334,189,30000,1 Single Family,1 Owner,.
2.63584E+11,87,79200,1603,13964,5,1950,300000,2,47700,935,251.6666667,0,1 Single Family,1 Owner,.
2.63584E+11,37,79200,1603,27570,5,1920,870000,5,149974,5523,519,150000,1 Single Family,1 Owner,.
2.63584E+11,63,79200,1496,15470,4,1920,360000,2,152200,1795,303.3333333,105400,1 Single Family,1 Owner,.
2.63597E+11,50,73600,1231,23828,3,1975,-6,4,84761,1077,127,69800,2 2-4 units,2 Renter,0 Not Assisted
2.63711E+11,60,61900,1101,24218,1,1975,-6,4,19948,650,0,20000,1 Single Family,2 Renter,1 Assisted
2.63711E+11,78,61900,1921,13984,3,1940,100000,2,4800,573,156,0,1 Single Family,1 Owner,.
2.63926E+11,70,67535,1233,11067,4,1950,250000,1,33884,574,357.5,0,1 Single Family,1 Owner,.
2.63926E+11,58,67535,1093,18050,3,1975,180000,3,187187,1305,136,167000,1 Single Family,1 Owner,.
2.63927E+11,63,67535,1093,15452,3,1980,80000,2,147312,1268,351.8333333,92000,1 Single Family,1 Owner,.
2.64038E+11,66,61900,1921,18126,3,1940,-6,3,35687,1130,60,12000,1 Single Family,2 Renter,0 Not Assisted
2.64502E+11,74,64810,819,11067,2,1940,30000,1,21600,275,122,0,1 Single Family,1 Owner,.
2.64502E+11,66,64810,1094,13948,3,1950,60000,2,33617,1449,445.4166667,0,1 Single Family,1 Owner,.
2.64502E+11,64,64810,629,12036,1,1970,-6,1,87987,657,57,88000,2 2-4 units,2 Renter,0 Not Assisted
2.64502E+11,86,64810,629,11080,1,1940,30000,1,21600,123,56,0,2 2-4 units,1 Owner,.
2.64503E+11,48,64810,1094,18622,3,1950,50000,3,341917,916,165.6666667,341943,1 Single Family,1 Owner,.
2.64503E+11,86,64810,1094,11096,3,1950,70000,1,24017,859,143.1666667,0,1 Single Family,1 Owner,.
2.64503E+11,86,64810,629,11114,1,1970,-6,1,26964,672,33,0,3 5-19 units,2 Renter,0 Not Assisted
2.64503E+11,64,64810,1094,15452,3,1950,90000,2,81638,433,240.25,41410,1 Single Family,1 Owner,.
2.64549E+11,24,73600,966,12055,2,1919,-6,1,54000,563,85,30000,2 2-4 units,2 Renter,0 Not Assisted
2.64549E+11,36,73600,966,18574,2,1940,180000,3,40775,1262,92,40129,3 5-19 units,1 Owner,.
2.6455E+11,62,73600,966,12019,2,1975,1,1,37987,1482,231.75,38000,2 2-4 units,1 Owner,.
2.6458E+11,55,61900,1421,15452,2,1970,-6,2,49974,1560,243,50000,5 50+ units,2 Renter,0 Not Assisted
2.64583E+11,65,79200,1394,14007,3,1975,500000,2,37587,893,393,17600,1 Single Family,1 Owner,.
2.64583E+11,-9,79200,929,-6,1,1960,-6,-6,-6,-6,120,-9,3 5-19 units,2 Renter,.
2.64583E+11,28,79200,1394,27187,3,1980,-6,5,2434,764,664.4166667,0,1 Single Family,2 Renter,1 Assisted
2.64584E+11,65,79200,1496,13964,4,1920,750000,2,148987,1519,557,60000,1 Single Family,1 Owner,.
2.64584E+11,69,79200,1394,11096,3,1950,600000,1,314235,927,260.1666667,0,1 Single Family,1 Owner,.
2.64584E+11,64,79200,1496,15452,4,1975,500000,2,352235,1828,411.3333333,0,1 Single Family,1 Owner,.
2.64597E+11,24,73600,966,12036,2,1920,-6,1,60987,1333,83,61000,3 5-19 units,2 Renter,0 Not Assisted
2.64597E+11,32,73600,966,15517,2,1930,180000,2,47700,1175,110,47054,3 5-19 units,1 Owner,.
2.64926E+11,52,67535,1233,18591,4,1970,90000,3,43178,633,187,24000,1 Single Family,1 Owner,.
2.65038E+11,74,61900,1101,11067,1,1960,-6,1,21700,858,33,0,1 Single Family,2 Renter,0 Not Assisted
2.65288E+11,-9,73600,1436,-6,4,1975,-6,-6,-6,-6,152,-9,2 2-4 units,2 Renter,.
2.65337E+11,57,74008,1243,18574,3,1950,250000,3,11961,983,121.6666667,12000,2 2-4 units,1 Owner,.
2.65337E+11,82,74008,971,11067,2,1995,100000,1,37664,638,201.6666667,0,1 Single Family,1 Owner,.
2.65337E+11,63,74008,1445,24292,4,1960,90000,4,107961,440,258.5,108000,1 Single Family,1 Owner,.
2.65337E+11,30,73600,815,12005,1,1930,-6,1,-13,47,42,0,3 5-19 units,2 Renter,1 Assisted
2.65502E+11,42,64810,1094,27654,3,1970,180000,5,62694,1302,227.25,62720,1 Single Family,1 Owner,.
2.65502E+11,93,64810,629,11067,1,1975,-6,1,13000,367,49,0,5 50+ units,2 Renter,1 Assisted
2.65502E+11,93,64810,629,11067,1,1985,-6,1,13000,1767,0,0,5 50+ units,2 Renter,0 Not Assisted
2.65502E+11,56,64810,1201,12005,4,1985,180000,1,80000,388,91.25,0,1 Single Family,1 Owner,.
2.65502E+11,55,64810,1201,18070,4,1980,190000,3,97974,441,195,18000,1 Single Family,1 Owner,.
2.65503E+11,32,64810,1094,23401,3,1940,-6,4,72974,1071,271.25,73000,1 Single Family,2 Renter,0 Not Assisted
2.65503E+11,61,64810,1094,15470,3,1995,280000,2,57987,967,95,48000,1 Single Family,1 Owner,.
2.65503E+11,56,64810,1094,18070,3,1970,160000,3,64800,1001,151,10500,1 Single Family,1 Owner,.
2.65503E+11,51,64810,819,15470,2,1985,-6,2,14887,916,89.66666667,5100,3 5-19 units,2 Renter,0 Not Assisted
2.65503E+11,66,64810,1201,18097,4,1975,250000,3,69987,2254,222.6666667,0,1 Single Family,1 Owner,.
2.6555E+11,39,73600,966,15972,2,1919,-6,2,9987,1118,118,0,2 2-4 units,2 Renter,1 Assisted
2.65579E+11,50,61900,1101,12036,1,1975,-6,1,5000,661,61,0,1 Single Family,2 Renter,0 Not Assisted
2.65579E+11,74,61900,1101,13948,1,1950,-6,2,21840,711,11,0,2 2-4 units,2 Renter,0 Not Assisted
2.6558E+11,37,61900,1101,15492,1,1960,-6,2,29974,1080,80,30000,1 Single Family,2 Renter,0 Not Assisted
2.65583E+11,66,79200,1394,11067,3,1920,-6,1,16800,966,207.6666667,0,1 Single Family,2 Renter,0 Not Assisted
2.65583E+11,62,79200,1394,15470,3,1950,330000,2,124550,1981,381.4166667,93000,1 Single Family,1 Owner,.
2.65583E+11,51,79200,1119,18574,2,1995,20000,3,20974,1002,247,21000,6 Mobile Home,1 Owner,.
2.65584E+11,42,79200,1394,15517,3,1950,230000,2,95974,1320,165.3333333,96000,1 Single Family,1 Owner,.
2.65584E+11,35,79200,1119,15517,2,1970,-6,2,80974,1144,164,81000,1 Single Family,2 Renter,0 Not Assisted
2.65584E+11,38,79200,1119,15492,2,1930,200000,2,39487,1779,366.3333333,4500,1 Single Family,1 Owner,.
2.65584E+11,67,79200,1394,13984,3,1990,450000,2,145210,1001,326,100000,1 Single Family,1 Owner,.
2.65927E+11,72,64400,629,11067,1,1920,-6,1,13000,478,42.58333333,0,4 20-49 units,2 Renter,0 Not Assisted
2.66038E+11,37,61900,1101,12019,1,1950,-6,1,59987,833,33,60000,3 5-19 units,2 Renter,0 Not Assisted
2.66259E+11,30,79200,929,15537,1,1975,-6,2,82987,1164,126,55000,3 5-19 units,2 Renter,0 Not Assisted
2.66336E+11,80,73600,966,11114,2,1930,-6,1,6000,771,76,0,2 2-4 units,2 Renter,0 Not Assisted
2.66336E+11,57,74008,1243,15517,3,1950,-6,2,15974,1199,181.8333333,16000,1 Single Family,2 Renter,0 Not Assisted
2.66337E+11,51,74008,1243,50097,3,1960,110000,10,-117,1703,332.5833333,0,1 Single Family,1 Owner,.
2.66337E+11,-9,74008,1243,-6,3,1960,-6,-6,-6,-6,93,-9,3 5-19 units,2 Renter,.
2.66337E+11,-9,74008,1243,-6,3,1970,-6,-6,-6,-6,188,-9,1 Single Family,2 Renter,.
2.66384E+11,87,101200,1795,13948,2,1950,900000,2,25663,5978,195.5,12000,1 Single Family,1 Owner,.
2.66502E+11,36,64810,1201,27570,4,1970,200000,5,114974,2015,343.3333333,115000,1 Single Family,1 Owner,.
2.66502E+11,42,64810,1094,27654,3,1950,290000,5,98987,1894,277,87000,1 Single Family,1 Owner,.
2.66502E+11,40,64810,1094,12019,3,1940,230000,1,72987,1966,615.6666667,73000,1 Single Family,1 Owner,.
2.66502E+11,51,64810,1094,18652,3,1950,290000,3,41974,977,274,42000,1 Single Family,1 Owner,.
2.66502E+11,62,64810,1258,28777,5,1995,310000,5,98248,6248,489.3333333,90000,1 Single Family,1 Owner,.
2.66503E+11,70,64810,1094,11080,3,1990,350000,1,287,2660,185.5,300,1 Single Family,1 Owner,.
2.66503E+11,60,64810,1094,15470,3,1990,1,2,107400,1106,391.4166667,5000,1 Single Family,1 Owner,.
2.66503E+11,60,64810,819,12055,2,1995,-6,1,49987,1345,98,50000,1 Single Family,2 Renter,0 Not Assisted
2.66503E+11,25,64810,629,12036,1,1975,-6,1,11987,529,29,12000,2 2-4 units,2 Renter,0 Not Assisted
2.66503E+11,82,64810,1258,18050,5,1950,90000,3,46950,1254,321,18000,1 Single Family,1 Owner,.
2.66549E+11,64,73600,815,12036,1,1920,470000,1,21300,599,93.75,0,3 5-19 units,1 Owner,.
2.66549E+11,25,73600,1231,18622,3,1940,-6,3,40474,822,147,40500,2 2-4 units,2 Renter,0 Not Assisted
2.66579E+11,47,61900,1101,12019,1,1930,-6,1,5568,573,23,0,3 5-19 units,2 Renter,0 Not Assisted
2.6658E+11,69,61900,1101,11067,1,1920,-6,1,-13,1125,25,0,1 Single Family,2 Renter,0 Not Assisted
2.66583E+11,63,79200,1394,15452,3,1985,250000,2,100487,767,199.8333333,60000,1 Single Family,1 Owner,.
2.66583E+11,54,79200,1496,23828,4,1995,320000,4,162948,2455,329.6666667,163000,1 Single Family,1 Owner,.
2.66583E+11,64,79200,929,12071,1,1940,-6,1,265,325,76.16666667,0,1 Single Family,2 Renter,0 Not Assisted
2.66584E+11,63,79200,1394,15492,3,1975,160000,2,3138,1782,422.1666667,0,1 Single Family,1 Owner,.
2.66584E+11,27,79200,929,12019,1,1985,-6,1,70000,1379,104.1666667,0,4 20-49 units,2 Renter,0 Not Assisted
2.66584E+11,35,79200,1394,12055,3,1975,130000,1,229000,313,157,175000,1 Single Family,1 Owner,.
2.66584E+11,34,79200,1394,18652,3,1960,170000,3,110487,1744,260.8333333,88500,1 Single Family,1 Owner,.
2.6667E+11,37,61900,1101,28261,1,1975,-6,5,35961,790,55,36000,1 Single Family,2 Renter,0 Not Assisted
2.67038E+11,32,61900,1101,18595,1,1960,-6,3,587,928,28,0,2 2-4 units,2 Renter,0 Not Assisted
2.67258E+11,57,79200,1394,15517,3,1950,300000,2,114974,1896,445.5,115000,1 Single Family,1 Owner,.
2.67259E+11,21,79200,929,18574,1,1919,-6,3,3107,754,135,0,2 2-4 units,2 Renter,0 Not Assisted
2.67336E+11,43,74008,1445,32462,4,1990,60000,6,11961,2221,522.3333333,0,1 Single Family,1 Owner,.
2.67336E+11,67,74008,1243,13948,3,1975,130000,2,70000,318,167.75,0,1 Single Family,1 Owner,.
2.67336E+11,44,74008,1243,30963,3,1950,-6,6,19974,1179,104,20000,3 5-19 units,2 Renter,0 Not Assisted
2.67336E+11,79,74008,1243,13948,3,1950,130000,2,16500,710,185,8000,1 Single Family,1 Owner,.
2.67337E+11,80,74008,816,11114,1,1950,100000,1,12000,329,40.66666667,0,1 Single Family,1 Owner,.
2.67337E+11,74,74008,971,11080,2,1940,60000,1,35800,1153,149,8500,1 Single Family,1 Owner,.
2.67337E+11,31,74008,971,18097,2,1970,70000,3,110974,1553,145,105124,3 5-19 units,1 Owner,.
2.67337E+11,47,74008,1445,27570,4,1990,450000,5,77161,6154,296.3333333,70000,1 Single Family,1 Owner,.
2.67383E+11,53,101200,1093,12005,0,1970,-6,1,10200,250,0,0,5 50+ units,2 Renter,1 Assisted
2.67383E+11,27,101200,1093,15452,0,1919,-6,2,29974,1575,0,30000,4 20-49 units,2 Renter,0 Not Assisted
2.67384E+11,50,101200,2438,24190,3,1960,-6,4,18474,331,23,1000,3 5-19 units,2 Renter,1 Assisted
2.67502E+11,51,64810,1201,18595,4,1950,120000,3,164961,628,298.3333333,165000,1 Single Family,1 Owner,.
2.67502E+11,40,64810,1201,18595,4,1950,-6,3,88674,1562,243,86500,1 Single Family,2 Renter,0 Not Assisted
2.67502E+11,46,64810,1201,18595,4,1960,180000,3,119974,1439,306,100000,1 Single Family,1 Owner,.
2.67502E+11,76,64810,1094,13964,3,1960,140000,2,23444,436,206.8333333,0,1 Single Family,1 Owner,.
2.67502E+11,73,64810,1094,11080,3,1960,40000,1,16600,331,118.6666667,0,1 Single Family,1 Owner,.
2.67503E+11,93,64810,1094,11114,3,1975,40000,1,10200,272,110.6666667,0,1 Single Family,1 Owner,.
2.67503E+11,55,64810,1201,32598,4,1975,120000,6,131548,1248,255,131600,1 Single Family,1 Owner,.
2.67503E+11,69,64810,629,11080,1,1970,-6,1,1250,332,0,0,5 50+ units,2 Renter,1 Assisted
2.67503E+11,32,64810,819,12036,2,1970,-6,1,89987,1078,71,90000,2 2-4 units,2 Renter,0 Not Assisted
2.67549E+11,32,73600,1231,18612,3,1970,-6,3,49987,490,0,50000,3 5-19 units,2 Renter,1 Assisted
2.67551E+11,52,79200,1394,18050,3,1919,250000,3,84374,2309,458.8333333,77800,1 Single Family,1 Owner,.
2.67551E+11,79,79200,1603,13948,5,1960,650000,2,126000,1349,491.9166667,0,1 Single Family,1 Owner,.
2.67579E+11,40,61900,1101,15905,1,1960,-6,2,13000,966,41,5000,2 2-4 units,2 Renter,0 Not Assisted
2.67583E+11,73,79200,1394,18050,3,1950,300000,3,94427,813,396.3333333,66000,1 Single Family,1 Owner,.
2.67583E+11,24,79200,929,15470,1,1920,-6,2,34366,895,103.6666667,34392,4 20-49 units,2 Renter,0 Not Assisted
2.67583E+11,47,79200,1394,18070,3,1960,300000,3,46987,779,196,39000,1 Single Family,1 Owner,.
2.67583E+11,57,79200,1119,18070,2,1920,-6,3,32961,806,92,33000,2 2-4 units,2 Renter,0 Not Assisted
2.67583E+11,60,79200,1394,15492,3,1950,250000,2,94974,759,463,95000,1 Single Family,1 Owner,.
2.67584E+11,71,79200,1394,11128,3,1960,180000,1,20400,560,227.1666667,0,1 Single Family,1 Owner,.
2.67584E+11,58,79200,1394,18070,3,1919,210000,3,39961,2894,465,40000,1 Single Family,1 Owner,.
2.67584E+11,70,79200,1394,11096,3,1940,210000,1,55996,715,248.1666667,32000,1 Single Family,1 Owner,.
2.67584E+11,41,79200,1394,12036,3,1940,210000,1,79987,1845,178.1666667,80000,1 Single Family,1 Owner,.
2.67597E+11,68,73600,1231,11080,3,1940,130000,1,39930,426,126,0,1 Single Family,1 Owner,.
2.67597E+11,83,73600,1436,18050,4,1970,70000,3,12974,309,209,0,1 Single Family,1 Owner,.
2.67779E+11,26,101200,1093,12019,0,1919,-6,1,-13,900,0,0,5 50+ units,2 Renter,0 Not Assisted
2.67926E+11,37,64400,1095,27117,3,1940,-6,5,8088,1251,651.4166667,0,1 Single Family,2 Renter,0 Not Assisted
2.68037E+11,44,61900,1101,29121,1,1960,-6,5,72548,1001,26,72600,5 50+ units,2 Renter,0 Not Assisted
2.68037E+11,55,61900,1101,12005,1,1950,-6,1,24987,911,61,25000,3 5-19 units,2 Renter,0 Not Assisted
2.68038E+11,57,61900,1421,18050,2,1930,-6,3,10090,1222,22,0,1 Single Family,2 Renter,0 Not Assisted
2.68038E+11,57,61900,1101,12005,1,1930,-6,1,114987,916,66,115000,2 2-4 units,2 Renter,0 Not Assisted
2.6813E+11,53,101200,1795,18595,2,1919,-6,3,144974,2030,30,145000,2 2-4 units,2 Renter,0 Not Assisted
2.6813E+11,35,101200,1423,12005,1,1920,-6,1,59987,787,102.3333333,60000,2 2-4 units,2 Renter,0 Not Assisted
2.68258E+11,53,79200,1394,18149,3,1919,250000,3,89961,724,245,90000,1 Single Family,1 Owner,.
2.68336E+11,68,74008,1445,13948,4,1985,300000,2,90000,1881,305.5833333,53774,1 Single Family,1 Owner,.
2.68336E+11,65,74008,1445,13948,4,1985,320000,2,51502,2399,352,40500,1 Single Family,1 Owner,.
